personId,source,sourceID
2406,Investments,360
2407,EasyJet,197
2408,Pig breeding,523
2409,Coffee,127
2410,Coffee,127
2411,Software,619
2412,Software,619
2413,Printed circuit boards,547
2414,Tires,698
2415,Pachinko machines,487
2416,Auto loans,36
2417,Financial services,247
2418,IKEA,334
2419,IKEA,334
2420,IKEA,334
2421,Waste management,745
2422,Auto parts,37
2423,Energy,216
2424,Retailing,575
2425,Sports data,643
2426,LG,369
2427,Banking,49
2428,Specialty chemicals,637
2429,Medical diagnostics,409
2430,Casinos,99
2431,Construction,140
2431,Real estate,560
2432,Banking,49
2432,Credit cards,156
2433,Banking,49
2434,Banking,49
2434,Credit cards,156
2435,Medical devices,407
2436,Medical devices,407
2437,Flooring,257
2438,Telecommunication,682
2439,Cosmetics,155
2440,Internet and software,352
2441,Two wheelers,716
2442,Two wheelers,716
2443,Motorcycles,435
2444,Coal,120
2445,Tires,698
2445,Retail,573
2446,Retail,573
2447,Real estate,560
2447,Diversified,187
2448,Under Armour,721
2449,Pharmaceuticals,517
2450,Medical equipment,410
2451,Pharmaceuticals,517
2452,Security services,590
2453,Cryptocurrency,158
2454,Pinterest,524
2455,Finance,243
2456,Solar systems,630
2457,Stock exchange,663
2458,Investments,360
2459,Liquor,378
2460,Toys,706
2461,Semiconductors,597
2462,Oilfield equipment,469
2463,Semiconductors,597
2464,Gaming,276
2465,Retail,573
2466,Auto parts,37
2467,Wire & cables,754
2467,Paints,492
2468,Food,258
2469,Manufacturing,397
2470,Search engine,587
2471,Chemicals,109
2472,Food,258
2473,Airline,14
2474,Video games,731
2475,Electronics,211
2476,Golf,286
2477,Footwear,265
2478,Electronics,211
2479,Electronic components,209
2480,Consumer,143
2481,Pharmaceuticals,517
2482,Vitamins,738
2483,Cable,85
2484,Manufacturing,397
2485,Software,619
2486,Soy sauce,632
2487,Tourism,704
2487,Cultural industry,160
2488,Aluminium,22
2489,Building materials,82
2490,Supermarkets,669
2491,Snacks,614
2492,Semiconductors,597
2493,Smartphones,612
2494,Printed circuit boards,547
2495,Snacks,614
2496,Investments,360
2497,Retail,573
2498,Medical technology,415
2499,Medical technology,415
2500,Medical technology,415
2501,Medical technology,415
2502,Mining,426
2502,Banking,49
2503,Entertainment,221
2503,Margaritaville,399
2504,Pachinko machines,487
2505,Asset management,33
2506,Transportation,712
2507,Manufacturing,397
2508,Online entertainment,472
2509,Polyester,531
2510,Online games,474
2511,Batteries,54
2512,Liquor,378
2513,Electrical appliances,206
2514,Real estate,560
2515,Financial services,247
2515,Property,550
2516,Diversified,187
2517,Software,619
2518,Office real estate,461
2519,Software,619
2520,Pharmaceuticals,517
2521,Medical devices,407
2522,Gap,277
2523,Industrial lasers,343
2524,Real estate,560
2525,Financial services,247
2526,EasyJet,197
2527,EasyJet,197
2528,Machinery,395
2529,Manufacturing,397
2530,Coal,120
2531,Smartphones,612
2532,Convenience stores,148
2533,Bio-Pharma,66
2534,Online universities,481
2535,Investments,360
2536,Cables & wires,88
2537,Basketball,53
2538,Grocery stores,291
2539,Software,619
2540,Tiles,695
2541,Banking,49
2542,Banking,49
2542,Sports team,647
2543,Software,619
2543,Investments,360
2544,Power,538
2545,Cosmetics,155
2546,Banking,49
2546,Investments,360
2547,Real estate,560
2548,Electronics,211
2549,Hotels,327
2550,Real estate,560
2551,Cement,101
2552,Banking,49
2553,Smartphones,612
2554,Pharmacies,518
2555,Healthcare,304
2556,Electronics,211
2557,LED lighting,368
2558,Grocery delivery service,290
2559,Appliances,30
2560,Appliances,30
2561,Construction materials,142
2562,Hydraulic pumps,331
2563,Movies,440
2563,Television,685
2564,Convenience stores,148
2565,Beer,60
2566,Energy services,219
2567,Media,405
2567,Tech,677
2568,IT consulting,336
2568,Outsourcing,485
2569,Cloud computing,118
2570,Hotels,327
2571,Metals,419
2571,Telecom,681
2572,Finance,243
2572,Development,177
2573,Paints,492
2574,Manufacturing,397
2575,Hot sauce,326
2576,Video games,731
2577,Telecom,681
2578,Software,619
2579,Medical equipment,410
2580,Insurance,349
2580,Investments,360
2581,Agribusiness,8
2582,Sports,641
2583,Apparel,28
2584,Chemicals,109
2585,Manufacturing,397
2586,Pharmaceuticals,517
2587,Health clinics,302
2588,Beer,60
2589,Tyre manufacturing machinery,718
2590,Real estate,560
2591,Diversified,187
